"location","source","target"
"traveler:FRIENDLY_GUARD0","I grew up there but I have not been back in many years.",""
"traveler:FRIENDLY_GUARD0","@It is still a shit-hole. As before.",""
"traveler:FRIENDLY_GUARD0","Haha, of course. This is what I remember too.",""
"traveler:FRIENDLY_GUARD0","I am Sergiu. It is good to meet you.",""
"traveler:FRIENDLY_GUARD0","I will do my best to keep you safe.",""
"traveler:FRIENDLY_GUARD1","Thank you for yesterday.",""
"traveler:FRIENDLY_GUARD1","My aim is not like before.",""
"traveler:FRIENDLY_GUARD2","There is more action at this checkpoint than in the war.",""
"traveler:FRIENDLY_GUARD2","I fought in Kolechia for 5 years.",""
"traveler:FRIENDLY_GUARD2","If you think it is bad in Arstotzka, it is ten times worse in Kolechia.",""
"traveler:FRIENDLY_GUARD2","I do not blame them for coming here.",""
"traveler:FRIENDLY_GUARD2","Anyways, you are doing well. Keep it up.",""
"traveler:FRIENDLY_GUARD3","Friend, how are you?",""
"traveler:FRIENDLY_GUARD3","I have a small favor to ask.",""
"traveler:FRIENDLY_GUARD3","During the war, I met a beautiful girl.",""
"traveler:FRIENDLY_GUARD3","I think about her every moment.",""
"traveler:FRIENDLY_GUARD3","Yesterday I receive word that she is finally coming here.",""
"traveler:FRIENDLY_GUARD3","Please, let her pass and I will be in your debt.",""
"traveler:FRIENDLY_GUARD3","Her name is Elisa.",""
"traveler:FRIENDLY_GUARD4","Thank you for everything.",""
"traveler:FRIENDLY_GUARD4","Elisa is so happy here.",""
"traveler:FRIENDLY_GUARD4","She says our first son will have your name.",""
"traveler:FRIENDLY_GUARD4","This is fine but I told her I want a daughter first!",""
"traveler:FRIENDLY_GUARD4","I would like to show the locket to her.",""
"traveler:FRIENDLY_GUARD4","Do you still have it?",""
"traveler:FRIENDLY_GUARD4","Ah, I missed not having this with me.",""
"traveler:FRIENDLY_GUARD4","It is not much, but we have found a small way to thank you.",""
"traveler:FRIENDLY_GUARD4","Elisa will deliver it to your home. I hope that it helps.",""
"traveler:FRIENDLY_GUARD4","Tomorrow I am transferred to another post.",""
"traveler:FRIENDLY_GUARD4","Stay safe my friend.",""
"traveler:FRIENDLY_GUARD4","Elisa did not come.",""
"traveler:FRIENDLY_GUARD4","@She arrived, but her papers were not in order.",""
"traveler:FRIENDLY_GUARD4","@Tell her to try again with the correct documents.",""
"traveler:FRIENDLY_GUARD4","You know this is impossible.",""
"traveler:FRIENDLY_GUARD4","If you have the locket, give it back to me.",""
"traveler:ELISA","Do you know Sergiu?",""
"traveler:ELISA","He said you were friend. That you would help.",""
"traveler:ELISA","Please, my family is gone.",""
"traveler:ELISA","I have only Sergiu left.",""
"traveler:ELISA","@You do not have the required documentation.",""
"traveler:ELISA","I tried for so long.",""
"traveler:ELISA","They would not allow me to leave.",""
"traveler:ELISA","I am denied?",""
"traveler:ELISA","I understand.",""
"traveler:ELISA","Please, tell Sergiu I will always love him.",""
"traveler:ELISA","We will be together in another life.",""
"traveler:ELISA","Return this for him to remember me.",""
"traveler:ELISA","Thank you so much.",""
"traveler:ELISA","I will never forget your kindness.",""
"traveler:ELISA","@He is waiting for you.",""
"traveler:ELISA","My love.",""
"traveler:ELISA","I miss him.",""
"traveler:ELISA","@I am sorry. Sergiu was killed.",""
"traveler:ELISA","My Sergiu.",""
"traveler:ELISA","Thank you for your kindness.",""
"traveler:ELISA","There is nothing for me here any more.",""
"traveler:ELISA","Thank you.",""
"traveler:PRISON_GUARD_REPORTDETAINS","You detained nobody.",""
"traveler:PRISON_GUARD_REPORTDETAINS","You detained only one person.",""
"traveler:PRISON_GUARD_REPORTDETAINS","You detained ${Game/NumDetains} people.",""
"traveler:PRISON_GUARD0","Hello.",""
"traveler:PRISON_GUARD0","@Are you the spy?",""
"traveler:PRISON_GUARD0","What? No.",""
"traveler:PRISON_GUARD0","I am guard here. My name is Calensk.",""
"traveler:PRISON_GUARD0","They told me I get good position, then send me here.",""
"traveler:PRISON_GUARD0","This is thanks I get.",""
"traveler:PRISON_GUARD0","Now they pay me almost nothing.",""
"traveler:PRISON_GUARD0","@They pay us all as much.",""
"traveler:PRISON_GUARD0","Yes. But look.",""
"traveler:PRISON_GUARD0","I get small bonus when you detain people.",""
"traveler:PRISON_GUARD0","More you detain, more they give me for processing.",""
"traveler:PRISON_GUARD0","But this is not fair, right? You should get something too.",""
"traveler:PRISON_GUARD0","So I fix this problem.",""
"traveler:PRISON_GUARD0","I give you 5 credits from my bonus for every two people you detain.",""
"traveler:PRISON_GUARD0","Sounds like good deal to me.",""
"traveler:PRISON_GUARD0","I give money to you after I get paid.",""
"traveler:PRISON_GUARD0","Let us make the best of this.",""
"traveler:PRISON_GUARD3","Here.",""
"traveler:PRISON_GUARD3","For bonus and selling bomb parts.",""
"traveler:PRISON_GUARD3","They move our station to prison.",""
"traveler:PRISON_GUARD3","We still get bonus so keep detaining.~",""
"traveler:PRISON_GUARD3","I stop visiting you here.",""
"traveler:PRISON_GUARD3","I will drop off money at your home instead.",""
"traveler:PRISON_GUARD3","Every other night.",""
"traveler:PRISON_GUARD_PAYOUT","What is going on?",""
"traveler:PRISON_GUARD_PAYOUT","I am getting nothing because of you.",""
"traveler:PRISON_GUARD_PAYOUT","Detain more people and we will both benefit.",""
"traveler:PRISON_GUARD_PAYOUT","Good morning.",""
"traveler:PRISON_GUARD_PAYOUT","You are not detaining enough people.",""
"traveler:PRISON_GUARD_PAYOUT","I have nothing to give you.",""
"traveler:PRISON_GUARD_PAYOUT","Detain more to share part of my bonus.",""
"traveler:PRISON_GUARD_PAYOUT","Bonus is good, they pay ok.",""
"traveler:PRISON_GUARD_PAYOUT","It is not much though.",""
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people and we do better.",""
"traveler:PRISON_GUARD_PAYOUT","@This is not enough.",""
"traveler:PRISON_GUARD_PAYOUT","Yes, I know.",""
"traveler:PRISON_GUARD_PAYOUT","My wife sick now. Neighbor spreads the flu.",""
"traveler:PRISON_GUARD_PAYOUT","This is what is left after medicine.",""
"traveler:PRISON_GUARD_PAYOUT","I give you rest next time.",""
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people to make it easier.",""
"traveler:PRISON_GUARD_PAYOUT","Here is your cut.",""
"traveler:PRISON_GUARD_PAYOUT","@There is more from last time.",""
"traveler:PRISON_GUARD_PAYOUT","This is all I have now but soon I make up rest.",""
"traveler:PRISON_GUARD_PAYOUT","Again it is a little short.",""
"traveler:PRISON_GUARD_PAYOUT","Keep detaining and I pay you back soon.",""
"traveler:PRISON_GUARD_BOMB","What is going on?",""
"traveler:PRISON_GUARD_BOMB","Oh. Hah.",""
"traveler:PRISON_GUARD_BOMB","What is this amateur shit?",""
"traveler:PRISON_GUARD_BOMB","@Should we evacuate?",""
"traveler:PRISON_GUARD_BOMB","For that little thing? No of course not.",""
"traveler:PRISON_GUARD_BOMB","Just disable it. Open the cover.",""
"traveler:PRISON_GUARD_BOMB","Stupid fucking terrorist.",""
"traveler:PRISON_GUARD_BOMB","Could not even add a display.",""
"traveler:PRISON_GUARD_BOMB","@What should I do now?",""
"traveler:PRISON_GUARD_BOMB","This is poorest bomb I ever see. A simple mind created this.",""
"traveler:PRISON_GUARD_BOMB","Just cut the wires in order.",""
"traveler:PRISON_GUARD_BOMB","Ok, all done. Back to work.",""
"traveler:PRISON_GUARD_BOMB","@We should close the checkpoint.",""
"traveler:PRISON_GUARD_BOMB","Bullshit. I need to earn money today.",""
"traveler:PRISON_GUARD_BOMB","Give bomb to me.",""
"traveler:PRISON_GUARD_BOMB","I sell materials and give you cut.",""
"traveler:PRISON_GUARD_BOMB","What a piece of shit.",""
"traveler:PRISON_GUARD_BOMB","I doubt it is even worth much.",""
"traveler:PRISON_GUARD_BOMB","Call the next immigrant.",""
"traveler:TIME_BOMBER","DEATH TO ARSTOTZKA!",""
"traveler:BOSS_REPORTCITATIONS","You have received no citations.",""
"traveler:BOSS_REPORTCITATIONS","You have received one citation.",""
"traveler:BOSS_REPORTCITATIONS","You have received ${Game/NumCitations} citations.",""
"traveler:BOSS0","So.~",""
"traveler:BOSS0","You are inspector here.~",""
"traveler:BOSS0","That makes you my responsibility.~",""
"traveler:BOSS0","You make Arstotzka proud.~",""
"traveler:BOSS0","Hang it on wall here.",""
"traveler:BOSS0","I return in 10 days.~",""
"traveler:BOSS0","Maintain your diligence.",""
"traveler:BOSS0","Glory to Arstotzka.",""
"traveler:BOSS0","Perhaps it was mistake to rely on lottery.",""
"traveler:BOSS0","Let this motivate you.~",""
"traveler:BOSS0","Do not embarrass me.",""
"traveler:BOSS0","It makes me look like fool to trust lottery.~",""
"traveler:BOSS0","Let this motivate you to improve.~",""
"traveler:BOSS0","Do not embarrass me further.",""
"traveler:BOSS1","It is too early to come all the way out here.",""
"traveler:BOSS1","The smell at this checkpoint makes me sick.",""
"traveler:BOSS1","Where is plaque I gave you?",""
"traveler:BOSS1","Why is it not on wall?",""
"traveler:BOSS1","What is other shit hanging here?",""
"traveler:BOSS1","These walls are for official plaques only.",""
"traveler:BOSS1","Your pay will be docked for violation.",""
"traveler:BOSS1","@It will not happen again.",""
"traveler:BOSS1","At least you are performing well.",""
"traveler:BOSS1","Continue this honorable service.",""
"traveler:BOSS1","At least your performance is not terrible.",""
"traveler:BOSS1","Do not slip further.",""
"traveler:BOSS1","And your performance is terrible.",""
"traveler:BOSS1","Maybe you have forgotten what your job is.",""
"traveler:BOSS1","There are many more who can take your place.",""
"traveler:BOSS1","Now.",""
"traveler:BOSS1","I have old friend coming through.",""
"traveler:BOSS1","Approve her entry.",""
"traveler:BOSS1","She is Shae Piersovska.~",""
"traveler:BOSS1","I do not want to hear of any trouble to her.",""
"traveler:BOSS1","Glory to Arstotzka.",""
"traveler:BOSS2","You little bastard.~",""
"traveler:BOSS2","Shae thinks I am powerless fool now.",""
"traveler:BOSS2","It was made very clear to let her through.",""
"traveler:BOSS2","Now I must think about the consequences for you.~",""
"traveler:BOSS2","Maybe this place not so bad.",""
"traveler:BOSS2","With everything going on, checkpoint visit is nice break.~",""
"traveler:BOSS2","You still do not hang the plaques.",""
"traveler:BOSS2","Why do you not hang both plaques?",""
"traveler:BOSS2","But again you have unauthorized items on wall.",""
"traveler:BOSS2","I warned before.~",""
"traveler:BOSS2","But what is other shit hanging here?",""
"traveler:BOSS2","These walls are for official plaques only.",""
"traveler:BOSS2","Your pay will be docked for violation.",""
"traveler:BOSS2","@It will not happen again.",""
"traveler:BOSS2","There are no more plaques.",""
"traveler:BOSS_BUDDY","How is Dimitri?",""
"traveler:BOSS_BUDDY","I hear he runs checkpoint now.",""
"traveler:BOSS_BUDDY","It looks like somewhere he would fit in.",""
"traveler:BOSS_BUDDY","I bet he is still terrible boss.",""
"traveler:BOSS_BUDDY","You know, Dimitri asked me to come.",""
"traveler:BOSS_BUDDY","Said I would get through.",""
"traveler:BOSS_BUDDY","But I guess he is not so much in control.",""
"traveler:BOSS_BUDDY","I hope Dimitri tires more easily now.",""
"traveler:BOSS_BUDDY","I do not want to stay long in Arstotzka.",""
"traveler:BOSS_BUDDY","Ah, I would not do that.",""
"traveler:BOSS_BUDDY","Dimitri is not forgiving person.",""
"traveler:BOSS_BUDDY","I am no fool.",""
"traveler:BOSS_BUDDY","This is inconvenience, but I am not worried for myself.",""
"traveler:BOSS_BUDDY","Tell Dimitri I said hello.",""
"traveler:BOSS_ANGRY","You worthless urchin.~",""
"traveler:BOSS_ANGRY","I had to pull many strings to get Shae out.",""
"traveler:BOSS_ANGRY","It was made very clear to let her through.~",""
"traveler:BOSS_ANGRY","My patience with you has run out.~",""
"traveler:KID_KILLER0","Look at it.~",""
"traveler:KID_KILLER0","Simon Wens took her from me.~",""
"traveler:KID_KILLER0","I follow him for many weeks.",""
"traveler:KID_KILLER0","I know he comes here soon.~",""
"traveler:KID_KILLER0","It is big favor I ask, but is important.",""
"traveler:KID_KILLER0","Let him through if you see him.",""
"traveler:KID_KILLER0","But take his passport first.~",""
"traveler:KID_KILLER0","I come back.",""
"traveler:KID_KILLER0","You give me his passport and I track him down.~",""
"traveler:KID_KILLER0","I make him suffer like he did to Julia.~",""
"traveler:KID_KILLER1","What the fuck!",""
"traveler:KID_KILLER2","Did you see him?",""
"traveler:KID_KILLER2","Give his passport to me.",""
"traveler:KID_KILLER2","Hmmm.~",""
"traveler:KID_KILLER2","I know this city.",""
"traveler:KID_KILLER2","He will be easily found.",""
"traveler:KID_KILLER2","Let me through.",""
"traveler:KID_KILLER2","Thank you.",""
"traveler:KID_KILLER2","Now please, give back my daughter's photo.",""
"traveler:KID_KILLER2","I show it to him while he suffers.",""
"traveler:KID_KILLER2","You heartless scum.",""
"traveler:KID_KILLER2","Give back my daughter's photo.",""
"traveler:KID_KILLER2","My Julia.~",""
"traveler:KID_KILLER2","Read the news tomorrow.",""
"traveler:KID_KILLER2","She was just little girl.",""
"traveler:KID_KILLER2","@I do not know what you are talking about.",""
"traveler:KID_KILLER2","Damnit.",""
"traveler:KID_KILLER2","She was just a little girl.",""
"traveler:KID_KILLER2","@Yes. He has been arrested.",""
"traveler:KID_KILLER2","What? I asked you to let him pass.",""
"traveler:KID_KILLER2","There will be no true justice now.",""
"traveler:KID_KILLER2","@Yes. He ran off.",""
"traveler:KID_KILLER2","Ran off? Which way?",""
"traveler:KID_KILLER2","@I do not know. Back into Kolechia.",""
"traveler:KID_KILLER2","Damn it.",""
"traveler:KID_KILLER2","@I have no photos.",""
"traveler:KID_KILLER2","Heartless bastard.",""
"traveler:RESISTER","No.",""
"traveler:RESISTER","I am not leaving.",""
"traveler:RESISTER","@You are delaying the line.",""
"traveler:RESISTER","I refuse!",""
"traveler:RESISTER","You fools better to not touch me.",""
"traveler:RESISTER","I will explode like wild tiger.",""
"traveler:RESISTER","I have every right to enter Arstotzka.",""
"traveler:RESISTER","You think I am joking but tiger does not joke.",""
"traveler:RESISTER","Let me through!",""
"traveler:JOURNALIST_FIRST","I write report on conditions in Arstotzka.",""
"traveler:JOURNALIST_FIRST","As long as it takes.",""
"traveler:JOURNALIST_FIRST","@You are missing required papers.",""
"traveler:JOURNALIST_FIRST","I am journalist.",""
"traveler:JOURNALIST_FIRST","You have my pass there.",""
"traveler:JOURNALIST_FIRST","This is outrage!",""
"traveler:JOURNALIST_FIRST","Why am I denied?",""
"traveler:JOURNALIST_FIRST","@Your press pass is worthless for entry.",""
"traveler:JOURNALIST_FIRST","This is violation of rights.",""
"traveler:JOURNALIST_FIRST","I will not lay down for your corrupt abuses.",""
"traveler:JOURNALIST_FIRST","Expect to read about this!",""
"traveler:JOURNALIST_FIRST","You are slowest inspector I have ever seen.",""
"traveler:JOURNALIST_FIRST","No wonder Arstotzka is screwed.",""
"traveler:JOURNALIST","I cover big story.",""
"traveler:JOURNALIST","I cannot say.",""
"traveler:JOURNALIST","Maybe few days, maybe few weeks.",""
"traveler:JOURNALIST","@You are missing required papers.",""
"traveler:JOURNALIST","I am reporter and have right to enter.",""
"traveler:JOURNALIST","Give me visa stamp.",""
"traveler:JOURNALIST","@This pass means nothing.",""
"traveler:JOURNALIST","Fascist!",""
"traveler:JOURNALIST","Such inefficiency is stunning.",""
"traveler:FAMILIAR_FACE","Hey I know you.",""
"traveler:FAMILIAR_FACE","You are from Nirsk?",""
"traveler:FAMILIAR_FACE","I worked with your father for many years.",""
"traveler:FAMILIAR_FACE","You were such a little brat.",""
"traveler:FAMILIAR_FACE","I go back to Nirsk and tell them you are doing well here.",""
"traveler:FAMILIAR_FACE","You are still brat.",""
"traveler:FAMILIAR_FACE","Just not so little any more.",""
"traveler:WATCH_GIVER0","I have only passport but hear me out.~",""
"traveler:WATCH_GIVER0","There is little time. I must enter today.",""
"traveler:WATCH_GIVER0","I come back in 3 days with right papers.~",""
"traveler:WATCH_GIVER0","To prove, I give you something important.",""
"traveler:WATCH_GIVER0","Is special family treasure.~",""
"traveler:WATCH_GIVER0","Fully digital.~",""
"traveler:WATCH_GIVER0","You hold as collateral.",""
"traveler:WATCH_GIVER0","I will be back to pick it up.~",""
"traveler:WATCH_GIVER0","And take this.",""
"traveler:WATCH_GIVER0","All for green stamp.",""
"traveler:WATCH_GIVER0","@You are missing some papers.",""
"traveler:WATCH_GIVER0","Yes I told you this.",""
"traveler:WATCH_GIVER0","Arstotzkan bastard.",""
"traveler:WATCH_GIVER0","I am telling to you.",""
"traveler:WATCH_GIVER0","Keep watch as promise.",""
"traveler:WATCH_GIVER0","I get it back in few days.",""
"traveler:WATCH_GIVER0","You crook!",""
"traveler:WATCH_GIVER0","All Arsotzkans are same.",""
"traveler:WATCH_GIVER0","Liars and cheats!",""
"traveler:WATCH_GIVER0","I will not leave without watch.",""
"traveler:WATCH_GIVER0","Is expensive gift from cousin!",""
"traveler:WATCH_GIVER0","Only needs new battery.",""
"traveler:WATCH_GIVER0","Tell guards to keep away.",""
"traveler:WATCH_GIVER0","Give back my watch!",""
"traveler:WATCH_GIVER0","Thank you.",""
"traveler:WATCH_GIVER0","I come back in few days to pick up watch.",""
"traveler:WATCH_GIVER0","Damnit.",""
"traveler:WATCH_GIVER0","Fine. Give watch back.",""
"traveler:WATCH_BUYER0","I used to have watch like that.",""
"traveler:WATCH_BUYER0","Sell it to me.",""
"traveler:WATCH_BUYER0","@It is held for someone.",""
"traveler:WATCH_BUYER0","Give me break.",""
"traveler:WATCH_BUYER0","For sure he is not coming back.",""
"traveler:WATCH_BUYER0","Let me take it off your hands.",""
"traveler:WATCH_BUYER0","10 credits for it.",""
"traveler:WATCH_BUYER0","Ah!",""
"traveler:WATCH_BUYER0","All digital!",""
"traveler:WATCH_BUYER0","Is very nice.",""
"traveler:WATCH_BUYER1","That watch.~",""
"traveler:WATCH_BUYER1","Guy behind me in line would not shut up about it.",""
"traveler:WATCH_BUYER1","On and on about how important is to family.~",""
"traveler:WATCH_BUYER1","Look.",""
"traveler:WATCH_BUYER1","Is good watch, I can see.",""
"traveler:WATCH_BUYER1","I give you 20 credits for it right now.",""
"traveler:WATCH_BUYER1","He say he pay you back only 10 credits.",""
"traveler:WATCH_BUYER1","Is good deal here I offer you.",""
"traveler:WATCH_BUYER1","Ah!",""
"traveler:WATCH_BUYER1","All digital!",""
"traveler:WATCH_BUYER1","Is very nice.",""
"traveler:WATCH_GIVER1","As promised, I am back with right papers now.",""
"traveler:WATCH_GIVER1","You have my watch?",""
"traveler:WATCH_GIVER1","Arstotzkan bastard.",""
"traveler:WATCH_GIVER1","I was to give you nice reward.",""
"traveler:WATCH_GIVER1","Ah she is beautiful!",""
"traveler:WATCH_GIVER1","Here.",""
"traveler:WATCH_GIVER1","Now I just need battery.",""
"traveler:WATCH_GIVER1","Hey!",""
"traveler:WATCH_GIVER1","There is new scratch here!",""
"traveler:WATCH_GIVER1","Give money back!",""
"traveler:WATCH_GIVER1","Wow. You are pretty honest person.",""
"traveler:WATCH_GIVER1","You know, I cannot take this.",""
"traveler:WATCH_GIVER1","Scratch was there before actually.",""
"traveler:WATCH_GIVER1","Thank you.",""
"traveler:WATCH_GIVER1","Now please give watch back.",""
"traveler:WATCH_GIVER1","I start to think maybe all Arstotzkans are not so bad.",""
"traveler:WATCH_GIVER1","Ah forget it.",""
"traveler:WATCH_GIVER1","You keep money.",""
"traveler:WATCH_GIVER1","But all papers are good!",""
"traveler:WATCH_GIVER1","Are you blind?",""
"traveler:WATCH_GIVER1","Fine.",""
"traveler:WATCH_GIVER1","Give watch back.",""
"traveler:WATCH_GIVER1","You crook!",""
"traveler:WATCH_GIVER1","All Arsotzkans are same.",""
"traveler:WATCH_GIVER1","Liars and cheats!",""
"traveler:WATCH_GIVER1","I will not leave without watch.",""
"traveler:WATCH_GIVER1","Is expensive gift from cousin!",""
"traveler:WATCH_GIVER1","Only needs new battery.",""
"traveler:WATCH_GIVER1","Tell guards to keep away.",""
"traveler:WATCH_GIVER1","Give back my watch!",""
"traveler:WATCH_GIVER1","I will not leave without money.",""
"traveler:WATCH_GIVER1","You ruin my good watch.",""
"traveler:WATCH_GIVER1","Give back my money!",""
"traveler:WATCH_GIVER1","Where is my watch?",""
"traveler:WATCH_GIVER1","@I sold it.",""
"traveler:WATCH_GIVER1","What!",""
"traveler:WATCH_GIVER1","I give you watch to hold.",""
"traveler:WATCH_GIVER1","Put trust in you!",""
"traveler:WATCH_GIVER1","Watch was gift from cousin.",""
"traveler:WATCH_GIVER1","I hope you got good money for it.",""
"traveler:WATCH_GIVER1","Damn Arstotzkan crook.",""
"traveler:ARSKICKER0","Hey man.",""
"traveler:ARSKICKER0","I lost id card.",""
"traveler:ARSKICKER0","I think someone stole it from locker room.",""
"traveler:ARSKICKER0","But we won match!",""
"traveler:ARSKICKER0","Can't wait to get home.~",""
"traveler:ARSKICKER0","I have carried this for years, maybe you take it.",""
"traveler:ARSKICKER0","@Your Arstotzkan id card is missing.",""
"traveler:ARSKICKER0","I know man. I told you.",""
"traveler:ARSKICKER0","It was stolen.",""
"traveler:ARSKICKER0","C'mon let me through.",""
"traveler:ARSKICKER0","Thanks bud, is good to be home!",""
"traveler:ARSKICKER0","Hey bullshit!",""
"traveler:ARSKICKER0","I gave you pennant even!",""
"traveler:ARSKICKER0","Gonna tell coach about this crap.",""
"traveler:ARSKICKER1","Hi again.",""
"traveler:ARSKICKER1","Remember me?",""
"traveler:ARSKICKER1","Go Arskickers!",""
"traveler:ARSKICKER1","I give you that great banner.~",""
"traveler:ARSKICKER1","Listen, I tell my coach about this.",""
"traveler:ARSKICKER1","He get very upset.",""
"traveler:ARSKICKER1","Say if I do not get banner back, I lose front seat on team bus.~",""
"traveler:ARSKICKER1","All seats good, but front seat definitely best.",""
"traveler:ARSKICKER1","So I really just need banner back.",""
"traveler:ARSKICKER1","What you say?",""
"traveler:ARSKICKER1","Lousy fan!",""
"traveler:ARSKICKER1","Ah thanks!",""
"traveler:ARSKICKER1","Do not forget to root for us!",""
"traveler:ARSKICKER1","Ah good.",""
"traveler:ARSKICKER1","It is more beaten up than I remember.",""
"traveler:ARSKICKER1","Even there is big tear here.",""
"traveler:ARSKICKER1","What did you do?",""
"traveler:ARSKICKER1","Oh well. Coach should be happy.",""
"traveler:ARSKICKER1","Alright that is great yeah.",""
"traveler:ARSKICKER1","But where is banner?",""
"traveler:ARSKICKER1","Thanks bud!",""
"traveler:ARSKICKER1","Do not forget to root for us at regionals.",""
"traveler:ARSKICKER1","Ok. Well.",""
"traveler:ARSKICKER1","That is messed up.",""
"traveler:ARSKICKER1","At least you give banner back right?",""
"traveler:ARSKICKER1","At least you give banner back.",""
"traveler:ARSKICKER1","@The banner is mine now.",""
"traveler:ARSKICKER1","Oh boy.",""
"traveler:ARSKICKER1","Such an asshole here.",""
"traveler:ARSKICKER1","If guards do not kill me, coach will.",""
"traveler:BUSTED_SPY","I have not much time.",""
"traveler:BUSTED_SPY","You must hold on to these.",""
"traveler:BUSTED_SPY","Keep them safe today.",""
"traveler:BUSTED_SPY","I am being followed by an imposter.",""
"traveler:BUSTED_SPY","They pretend to be from the Ministry of Information but it is a lie.",""
"traveler:BUSTED_SPY","If they ask for documents, give these instead.",""
"traveler:BUSTED_SPY","Do not mix them up.",""
"traveler:BUSTED_SPY_FOLLOWER","@Your papers?",""
"traveler:BUSTED_SPY_FOLLOWER","I am from the Ministry of Information.",""
"traveler:BUSTED_SPY_FOLLOWER","You have something to give us.",""
"traveler:BUSTED_SPY_FOLLOWER","Perfect.",""
"traveler:GYM_INSTRUCTOR","You are skin and bones.",""
"traveler:GYM_INSTRUCTOR","Bet you have no real strength.",""
"traveler:GYM_INSTRUCTOR","Come to gym, I make you big.",""
"traveler:GYM_INSTRUCTOR","I guarantee you get big at Get Big Town.",""
"traveler:GYM_INSTRUCTOR","Is what we do.",""
"traveler:GYM_INSTRUCTOR","Denied? Hah.",""
"traveler:GYM_INSTRUCTOR","This is what I expect from skinny weakling.",""
"traveler:OLD_INSPECTOR","I used to be an inspector like you.",""
"traveler:OLD_INSPECTOR","Many years ago. Back in United Fed.~",""
"traveler:OLD_INSPECTOR","We denied most people.~",""
"traveler:OLD_INSPECTOR","It is all done by computers now.",""
"traveler:OLD_INSPECTOR","They can deny much faster that way.",""
"traveler:OLD_INSPECTOR","Good luck.",""
"traveler:OLD_INSPECTOR","I do not miss it.",""
"traveler:OLD_INSPECTOR","What? Why am I denied?~",""
"traveler:OLD_INSPECTOR","So this is what it feels like.~",""
"traveler:OLD_INSPECTOR","@Where is entry permit?",""
"traveler:OLD_INSPECTOR","Eh, it does not matter what I say.",""
"traveler:OLD_INSPECTOR","Just deny the visa and I will go.",""
"traveler:RED_STAMP","Red stamp.",""
"traveler:RED_STAMP","@What?",""
"traveler:RED_STAMP","Give me red stamp.",""
"traveler:RED_STAMP","I am serious.",""
"traveler:RED_STAMP","I have better job offer in Impor.",""
"traveler:RED_STAMP","Red stamp and I can break contract in Arstotzka.",""
"traveler:RED_STAMP","10 credits for you.",""
"traveler:RED_STAMP","Damn it.",""
"traveler:RED_STAMP","I am sure you deny people all day.",""
"traveler:RED_STAMP","Why not now?",""
"traveler:RED_STAMP","I figure something else out.",""
"traveler:RED_STAMP","Ok, now I get free from this bad job.",""
"traveler:RED_STAMP","Thanks.",""
"traveler:NEED_SURGERY","I come for medical reasons.",""
"traveler:NEED_SURGERY","@Your papers are missing.",""
"traveler:NEED_SURGERY","Please.",""
"traveler:NEED_SURGERY","Surgery I need is outlawed in Kolechia.",""
"traveler:NEED_SURGERY","Even so, I do not trust doctors there.",""
"traveler:NEED_SURGERY","Only Arstotzka have skilled surgeons.",""
"traveler:NEED_SURGERY","@You do not have the right documents.",""
"traveler:NEED_SURGERY","Yes.",""
"traveler:NEED_SURGERY","They will not give papers for surgery.",""
"traveler:NEED_SURGERY","Thank you. I will not forget this.",""
"traveler:NEED_SURGERY","I expected this.",""
"traveler:NEED_SURGERY","I do not know how long I survive.",""
"traveler:NEED_SURGERY","But you do not care.~",""
"traveler:NEED_SURGERY","I hope you are not in same place as me.",""
"traveler:LOVE_SONG","I will leave this here.",""
"traveler:LOVE_SONG","Great!",""
"traveler:LOVE_SONG","You really super guy!~",""
"traveler:LOVE_SONG","Can I have note back now?",""
"traveler:LOVE_SONG","I need it for next inspector.",""
"traveler:LOVE_SONG","But I give you such lovely note!",""
"traveler:LOVE_SONG","Thanks and like I say, you super guy.",""
"traveler:LOVE_SONG","Do not forget.",""
"traveler:LOVE_SONG","Is too much?",""
"traveler:LOVE_SONG","@Yes.",""
"traveler:LOVE_SONG","Is too much. I can see that now.",""
"traveler:LOVE_SONG","Next time I make couple copies first.",""
"traveler:LOVE_SONG_LONELY","Life sucks.",""
"traveler:LOVE_SONG_LONELY","Nobody loves me.",""
"traveler:LOVE_SONG_LONELY","For me?",""
"traveler:LOVE_SONG_LONELY","Like fire?",""
"traveler:LOVE_SONG_LONELY","Object of desire?",""
"traveler:LOVE_SONG_LONELY","Wow, nobody say such nice things!",""
"traveler:LOVE_SONG_LONELY","Part about visa is confusing but rest is very powerful.",""
"traveler:LOVE_SONG_LONELY","Thank you!",""
"traveler:LOVE_SONG_LONELY","Thank you again!",""
"traveler:LOVE_SONG_LONELY","Thanks I guess.",""
"traveler:LOVE_SONG_LONELY","No problem!",""
"traveler:LOVE_SONG_LONELY","Today is good day anyway!",""
"traveler:LOVE_SONG_LONELY","Even you hate me.",""
"traveler:LOVE_SONG_LONELY","Some guy I do not even know.",""
"traveler:KOLECHIAN_HATER","It was a mistake to open this checkpoint.",""
"traveler:FINALLY_RETURN_HOME","Finally I can return home.",""
"traveler:FINALLY_RETURN_HOME","You bastard.",""
"traveler:FINALLY_RETURN_HOME","Thank you.",""
"traveler:SMALL_CHECKPOINT","This checkpoint is smaller than I expected.",""
"traveler:WAITED_FOREVER","I have waited in this damn line since for 8 hours.",""
